%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1581113306002929749,1,1581113306002741098,,0.864484204496,-0.00312361462663,-0.49870030202,0.866760787185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000714,2.5e-05,-0.000313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068,0.04,-9.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306027538236,2,1581113306027383089,,0.864501750015,-0.00311614844965,-0.498677617245,0.866773884716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2e-05,0.000312,0.000974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079,0.017,-9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306052625350,3,1581113306052500963,,0.86449299006,-0.00312043516165,-0.498692718015,0.866765213587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5e-06,-0.000402,0.000771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104,0.056,-9.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306077767466,4,1581113306077609062,,0.86450612349,-0.00309663588234,-0.498685222466,0.866769583914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000402,0.000734,-0.000636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.035,-9.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306102943036,5,1581113306102824926,,0.864514908462,-0.00310105278244,-0.498670067364,0.866778320039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223,5.4e-05,0.00136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085,0.022,-9.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306128331475,6,1581113306128202915,,0.864501750015,-0.00310095520605,-0.498692759397,0.86676526459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000336,-0.000385,0.000539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.072,0.011,-9.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306152709829,7,1581113306152554035,,0.86450613623,-0.00310858435355,-0.498677624348,0.866773926535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1e-05,0.001273,-0.000967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.083,0.048,-9.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306177547292,8,1581113306177436113,,0.864488590975,-0.00311605064469,-0.498700309162,0.86676082907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000424,0.000158,-0.001326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104,0.026,-9.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306203206263,9,1581113306203042984,,0.864484204496,-0.00313121128617,-0.498692730906,0.866765097182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-05,-2.9e-05,0.000921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.093,0.047,-9.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306228188420,10,1581113306228049993,,0.864488578236,-0.00313448895344,-0.498677623081,0.866773726114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000722,0.000245,-0.000289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085,0.029,-9.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306253194722,11,1581113306253087043,,0.864488578236,-0.00314208586773,-0.498670051846,0.866778035743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001154,-0.001667,-0.000664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.058,-9.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306278580030,12,1581113306278450012,,0.864484204496,-0.00314640483168,-0.498677588454,0.866773716779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000366,-0.000537,-0.001278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.072,0.03,-9.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306302519959,13,1581113306302356004,,0.864475418603,-0.00315718123835,-0.498677601401,0.866773599552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000272,-0.001327,-0.000142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079,0.037,-9.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306328896105,14,1581113306328751087,,0.864488590975,-0.00315403450846,-0.498662453031,0.866782378063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000239,-0.000686,-6.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104,0.013,-9.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306352975643,15,1581113306352861881,,0.864484204496,-0.00316159867907,-0.498662445701,0.866782335848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001131,-0.000577,-0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.028,-9.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306377773396,16,1581113306377614974,,0.864492977387,-0.00315406729903,-0.498654888909,0.866786729681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001119,-8e-05,0.001693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079,0.023,-9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306402685568,17,1581113306402524948,,0.864492964648,-0.00314971571409,-0.498654916414,0.866786696858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-05,-0.001261,0.000911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.021,-9.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306427542850,18,1581113306427381992,,0.864501737275,-0.00314218432356,-0.49864735948,0.866791090597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000507,-0.000971,-0.001051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059,0.024,-9.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306452992875,19,1581113306452881097,,0.864488590975,-0.00313884073653,-0.498677595709,0.866773758862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000394,-0.000279,0.001952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076,0.035,-9.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306479005880,20,1581113306478894948,,0.864488603648,-0.00314319251939,-0.498677568298,0.866773791545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000366,0.000435,-0.000335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062,0.02,-9.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306503168992,21,1581113306503053903,,0.864497363734,-0.0031389061665,-0.498662467577,0.866782462296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05,-0.000154,0.000964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.088,0.036,-9.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306529441586,22,1581113306529273986,,0.864488590975,-0.00313884073653,-0.498677595709,0.866773758862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3e-05,-0.000888,0.000893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.099,0.014,-9.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306552510267,23,1581113306552361965,,0.864497376407,-0.00313566103518,-0.498670011533,0.866778185274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000947,-5.4e-05,0.001292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.095,0.026,-9.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306578328043,24,1581113306578222990,,0.864506148903,-0.00314332311433,-0.498647311881,0.866791198147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000612,0.000725,-0.000258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.069,0.043,-9.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306603906319,25,1581113306603754997,,0.86451054766,-0.00314011038575,-0.498647291779,0.866791272704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6e-05,0.000605,0.000573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.097,0.038,-9.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306628931013,26,1581113306628819942,,0.864497363734,-0.00313130931827,-0.498670038878,0.86677815263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000828,0.000275,0.001625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085,0.035,-9.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306652728134,27,1581113306652570009,,0.86450613623,-0.00312377782359,-0.498662481971,0.866782546265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000309,-0.000454,0.00045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.089,0.035,-9.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306678552975,28,1581113306678395986,,0.864488590975,-0.00313124396378,-0.498685166935,0.866769449064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001053,-0.000356,0.001809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.095,0.035,-9.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306702489645,29,1581113306702383995,,0.864475418603,-0.00313439060867,-0.498700314994,0.866760670467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000305,-0.001251,-0.002213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.093,0.018,-9.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306737167744,30,1581113306736687898,,0.864466645186,-0.00313432504429,-0.498715442745,0.866751966373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000748,8e-05,-0.000399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.026,-9.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306753550714,31,1581113306753416061,,0.864462271117,-0.00313864444089,-0.498722979193,0.866747646976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000382,-0.000793,-0.000295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074,0.025,-9.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306778553901,32,1581113306778443098,,0.864479817952,-0.00313877530561,-0.498692723689,0.866765055164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6e-05,-0.00023,0.000262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.077,0.029,-9.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306803358813,33,1581113306803251981,,0.864479817952,-0.00313117860833,-0.49870029484,0.866760745233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5e-05,0.000868,-0.000293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079,0.05,-9.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306829035090,34,1581113306828928947,,0.864484204496,-0.00313880802119,-0.498685159718,0.866769407046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3e-06,0.000536,0.000236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.086,0.021,-9.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306853923524,35,1581113306853809118,,0.864484191757,-0.003126859371,-0.498692758212,0.866765064471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000631,0.00025,0.001348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.086,0.033,-9.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306879067730,36,1581113306878964900,,0.864484204496,-0.00312361462663,-0.49870030202,0.866760787185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000982,0.000372,-1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.088,0.034,-9.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306912864300,37,1581113306912399053,,0.864484217169,-0.00312796660764,-0.498700274742,0.866760819792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,-0.00046,0.000785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.028,-9.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306929293334,38,1581113306929157972,,0.864488590975,-0.0031236472665,-0.498692738086,0.866765139133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-05,-0.001211,-0.000465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.108,0.028,-9.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306953674467,39,1581113306953568935,,0.864501775295,-0.0031248520155,-0.498677562782,0.866773949787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000629,0.000501,0.000426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.083,0.016,-9.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113306979083180,40,1581113306978951930,,0.864514958761,-0.00313365259112,-0.498654815906,0.866787069643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001349,-0.00017,-1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.096,0.023,-9.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113307004006511,41,1581113307003900051,,0.864493015209,-0.00314433198918,-0.498677520778,0.866773898614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012,-0.001086,-0.000708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.038,-9.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113307028799014,42,1581113307028651952,,0.864493015209,-0.00315192860146,-0.498669949315,0.86677820846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052,0.00039,-0.000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076,0.028,-9.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113307053774419,43,1581113307053632020,,0.864488628797,-0.00315189608438,-0.498677513363,0.866773856711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3e-05,-0.000553,-0.000286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079,0.023,-9.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113307078591691,44,1581113307078484058,,0.864510560202,-0.00314446190416,-0.498647264357,0.866791305216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000458,0.001714,0.000415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.088,0.035,-9.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113307103838410,45,1581113307103723049,,0.864514946285,-0.00315209118324,-0.498632128507,0.866799966216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000503,-0.00103,0.000122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.108,0.018,-9.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113307129204042,46,1581113307129096031,,0.864514946285,-0.00315968805965,-0.498624556781,0.8668042756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000516,-0.000917,-0.000225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.078,0.045,-9.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
