%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1581113223636832500,1,1581113223636612892,,0.865005745783,-0.00323826320204,-0.497693834155,0.867338456404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000944,0.00054,-0.000924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074,0.02,-9.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223661550151,2,1581113223661427974,,0.865010137039,-0.00323503737567,-0.497693813633,0.867338532186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000463,-0.001707,0.001659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.095,0.023,-9.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223687311249,3,1581113223687197923,,0.865014515615,-0.00323507034448,-0.497686244658,0.867342875351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,-0.000111,-0.001988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.094,0.039,-9.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223711097019,4,1581113223710956096,,0.865014515615,-0.00323507034448,-0.497686244658,0.867342875351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000773,-0.000478,-0.000443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.099,0.039,-9.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223736958458,5,1581113223736808061,,0.86500137969,-0.00325017542399,-0.497693798083,0.867338446635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000178,0.000342,0.000571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.101,0.019,-9.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223761921886,6,1581113223761802911,,0.865001392239,-0.00325451862159,-0.497693769701,0.867338479647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000509,0.000115,-0.001202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.114,0.016,-9.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223787014902,7,1581113223786899089,,0.865010149589,-0.00325458457845,-0.497678631713,0.86734716591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000141,0.00028,-0.001147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.078,0.031,-9.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223812146002,8,1581113223812005043,,0.865010149589,-0.00324698253828,-0.497686208586,0.867342865582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000228,-0.000315,0.001303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.098,0.015,-9.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223837173480,9,1581113223837028980,,0.864997013465,-0.00324688371557,-0.497708915398,0.86732983589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001101,-0.000669,-0.000809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.063,0.013,-9.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223861977511,10,1581113223861797094,,0.86498825572,-0.00324681783253,-0.497724053084,0.867321149099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,7.9e-05,0.000954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.097,0.021,-9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223886898658,11,1581113223886730909,,0.86498825572,-0.00324681783253,-0.497724053084,0.867321149099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017,0.000202,-0.000555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.018,-9.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223912602994,12,1581113223912447929,,0.865005758398,-0.00323500440662,-0.497701382571,0.867334188955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001122,0.000398,-0.001444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074,0.024,-9.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581113223937277884,13,1581113223937164068,,0.865010137039,-0.00324263940666,-0.497686236902,0.867342832608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001178,-0.00036,-0.001597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.071,0.033,-9.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
